Customer #,Name,Address,City,ST,Zip,Phone,Category,Custom Category
60293,Freakin' Pickles LLC,103 E Huron Rd,AuGres,MI,48703,989-778-0102,Serves Soft Serve,SERVES SOFT SERVE
60314,Freel's Market,1139 W Lake Street,Tawas,MI,48763-6610,989 362-6900,Milk,MILK
60350,Freskia Ice Cream-Sterling Hgt,43702 Schoenherr Rd,Sterling Heights,MI,48313-1428,248 977-0014,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
60375,Froelich Inc,15 N Elm St,Three Oaks,MI,49128-0011,269 756-6002,Sells Ice Cream,SELLS ICE CREAM
61573,Frosty's - Chesaning,1190 W. Broad St,Chesaning,MI,48616-6610,989 323-1401,Sells Ice Cream,SELLS ICE CREAM
60304,Frosty's Ice Creamery Inc,9245 Bernice Dr,Pinckney,MI,48169-0011,810 623-4045,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
61941,Frosty Boy Cascade,6886 Cascade Rd,Grand Rapids,MI,49546-0011,616 647-5652,Sells Ice Cream,SELLS ICE CREAM
61940,Frosty Boy GR (KEY #78 ),1757 Plainfield Ave,Grand Rapids,MI,49505-0011,616 443-9903,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
61937,Frosty Boy Kalamazoo (KEY #35,5030 Gull Road,Kalamazoo,MI,49048-0011,269 345-5360,Milk,MILK
61946,"Frosty Boy of Jackson, LLC",1201 Cooper St,Jackson,MI,49202,517-499-9402,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
61945,Frosty Boy of Lowell,503 E Main St,Lowell,MI,49301,248-762-2703,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
61947,Frosty Boy of Vandercook Lake,516 E McDevitt,Jackson,MI,49201,517-768-9975,Serves Soft Serve,SERVES SOFT SERVE
60306,Frosty Cone,333 N. Mill Street,St Louis,MI,48880-1320,989 620-7503,Serves Soft Serve,SERVES SOFT SERVE
60313,Frosty Cove,2565 Lakeshore Dr,Muskegon,MI,49441-0011,231 955-7130,Serves Soft Serve,SERVES SOFT SERVE
60318,Frosty Delights LLC,2887 W Houghton Lake Dr,Houghton Lake,MI,48629,989-965-5238,Serves Soft Serve,SERVES SOFT SERVE
60511,Frosty Oasis,2181 W Sherman,Muskegon,MI,49441-9613,231-755-2903,Sells Ice Cream,SELLS ICE CREAM
61572,Frosty Queen II,57875 Gratiot Rd,New Haven,MI,48048-0011,586 855-3214,Serves Soft Serve,SERVES SOFT SERVE
61599,Frozen Spoons,329 N Broadway,Hastings,MI,46058,269-331-6226,Sells Ice Cream,SELLS ICE CREAM
62590,Frye's Gas & Grocery LLC,208 Pine Street,McBain,MI,49657-2902,231 825-6040,Milk,MILK
62596,Furniture City Creamery,1416 North Ave NE,Grand Rapids,MI,49506-0011,616-826-3239,Milk,MILK
70426,Gene's Family Market - Grant,33 E. State Rd.,Grant,MI,49337-2206,231 834-5652,Milk,MILK
70429,Gene's Family Market - Newago,7303 S. Croton Hardy Dr.,Newaygo,MI,49327-2206,231 652-1350,Milk,MILK
70456,Genes Quick Stop,3127 Turner St,Lansing,MI,48906-0011,517 482-5739,Milk,MILK
90715,Ghezzies Market,2017 Lakeshore Drive,Muskegon,MI,49441-2902,231-375-8102,Milk,MILK
71496,Gilbert's Shell,226 S Blackstone Ave,Colon,MI,49040,269-432-3774,Milk,MILK
71499,"Gillette's Trading Post, Inc",12633 Mason Dr,Grant,MI,49327-2902,231 834-7314,Milk,MILK
71505,GK Market,1431 S Getty Street,Muskegon,MI,49442,231-722-6488,Milk,MILK
71458,Good Time Donut,214 E 8th St.,Holland,MI,49423,616 3939220,Milk,MILK
71595,Gordonville Company Inc.,1563 S Meridian Rd,Midland,MI,48640-6610,989-835-2361,Milk,MILK
71341,Grace Adventure Dunes Harbor,2722 N. Ridge Rd.,Mears,MI,49436-4525,231 873-3662,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
71340,Grace Adventures,2100 N Ridge Rd,Mears,MI,49436-4525,231 873-3662,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
71501,Grant Liquor LLC,12633 Mason Dr,Grant,MI,49327,231-834-7314,Milk,MILK
70303,Great Giant Supermarket,1226 Madison Ave. SE,Grand Rapids,MI,49507-2206,616 248-4155,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
70335,"Great Lakes Ice Cream Co.,Inc",901 E. Ashman,Midland,MI,48642-6610,989 6980173,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
70350,Green Isaac's Coffee & Tea,240 S Hancock St,Pentwater,MI,49449-3080,231 819-1773,Milk,MILK
41205,Green Vale Farms,1986 Arther Street,Marne,MI,,616 8932212,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
70325,Greenfield Party Shoppe,22883 Greenfield Rd,Southfield,MI,48075,248-552-9551,Milk,MILK
73046,Grombir Transport Inc,8360 New Lothrup Rd,New Lothrop,MI,48460-2902,810 638-5172,Milk,MILK
70447,Grunst Brothers,624  N.State St,Big Rapids,MI,49307-2902,231 796-7253,Sells Ice Cream,SELLS ICE CREAM
70448,Gruppen Farms,7030 96th Ave,Zeeland,MI,49464,616-218-2426,Serves Ice Cream,SERVES ICE CREAM
70498,Gulf Gas,15000 8 Mile Rd.,Detroit,MI,48205,313 247-1992,Milk,MILK
82342,H & L Dairy Mart,3450 S Straits Hwy,Indian River,MI,49749,231-420-8386,Serves Soft Serve,SERVES SOFT SERVE
80109,Halaula Hawaiian Ice Shack,709 S Harbor Dr,Grand Haven,MI,49417-0011,616 422-8986,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
80136,Halo Burger #28 Clinton Twp,41554 Garfield Rd,Clinton Twp,MI,48038,586-257-0801,Serves Soft Serve,SERVES SOFT SERVE
80137,Halo Burger #29 Walled Lake,1163 E West Maple Rd,Walled Lake,MI,48390,947-227-2230,Serves Soft Serve,SERVES SOFT SERVE
80131,Halo Burger Birch Run,9130 Birch Run Rd,Birch Run,MI,48415,810-965-1114,Serves Soft Serve,SERVES SOFT SERVE
80135,Halo Burger Burton,1166 N Belsay Rd,Burton,MI,48509,810-875-9600,Serves Soft Serve,SERVES SOFT SERVE
80134,Halo Burger Fenton,1355 N Leroy St,Fenton,MI,48430,810-750-1952,Serves Soft Serve,SERVES SOFT SERVE
80132,Halo Burger Flint,3388 S Linden Rd,Flint,MI,48507,810-732-6650,Serves Soft Serve,SERVES SOFT SERVE
80133,Halo Burger Grand Blanc,2248 E Hill Rd,Grand Blanc,MI,48439,810-695-2630,Serves Soft Serve,SERVES SOFT SERVE
82610,Hamel's Farm Market & Nursery,1944 N Greenville Rd,Stanton,MI,48888-3080,989 831-1020,Milk,MILK
82652,Han-D-Dip Dairy Barn,32624 Five Mile Rd,Livonia,MI,48154,734-425-5370,Serves Soft Serve,SERVES SOFT SERVE
82670,Hansen's,3750 W. Polk Rd.,Hart,MI,49420-8305,231 873-2826,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180603,Hansens Quick St IC 16,709 W State St,Saint Johns,MI,48879-1818,989 224-1757,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180593,Hansens Quick Stop - 15,8998 E. M 21,Ovid,MI,48866-1818,989 834-0064,Milk,MILK
180591,Hansens Quick Stop -16,709 W. State St.,Saint Johns,MI,48879-1818,989 224-1757,Milk,MILK
180601,Hansens Quick Stop IC - 15,8998 E. M 21,Ovid,MI,48866-1818,989 834-0064,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
82669,"Hanson's Party Store, Inc.",19585 30th Ave,Barryton,MI,49305-2902,989 382-7722,Milk,MILK
41311,"Harbor Cove RV Resort, LLC",632 Race Rd,Coldwater,MI,49036,517-279-2683,Milk,MILK
41318,Harbor Ice Cream,117 W. Main Street,Harbor Springs,MI,49740-2206,231-373-0943,Sells Ice Cream,SELLS ICE CREAM
41322,Hareloom Cafe,5729 Saint Joseph Ave,Stevensville,MI,49085,269-429-8696,Milk,MILK
80031,Hartzell's Ice Cream,107 North Dunn St,Bloomington,IN,47408,812-332-3502,Serves Soft Serve,SERVES SOFT SERVE
32107,Hazen's Farm,1144 Peavy Rd,Howell,MI,48843-0011,517 548-1841,Serves Soft Serve,SERVES SOFT SERVE
82120,"Heart Of Michigan, LLC",203 W. Grand River Ave,Howell,MI,48843-0011,517 775-5651,Sells Ice Cream,SELLS ICE CREAM
82784,Heidi's Market,5522 North State,Davison,MI,48423-2902,810 653-0324,Milk,MILK
81104,Herald's Dairy Delight,220 E Main st,Carson City,MI,48811-0011,989 584-6534,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
81110,"Heritage Farms Mkt, LLC",1858 S Maple Island Rd,Fremont,MI,49412-0066,231 854-3276,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
81249,Hernandez Family,12032 Red Arrow Hwy,Sawyer,MI,49125-0011,269 861-1404,Serves Soft Serve,SERVES SOFT SERVE
81146,Hersey Party Store,640 N. Main St.,Hersey,MI,49639-2902,231 832-9226,Milk,MILK
160136,Hesperia Sunoco,309 S. Divison,Hesperia,MI,49421-2902,231 854-7575,Milk,MILK
81916,Hideaway Campground,9671 W. Silver Lake Rd.,Mears,MI,49436-0011,231 873-4428,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
81920,Higgins General Store,9105 Helena Rd,Alden,MI,49612-6610,231 676-0082,"Serves Ice Cream, Serves Soft Serve","SERVES ICE CREAM, SERVES SOFT SERVE"
80082,Hill and Hollow Campground,8915 N. Business 31,Pentwater,MI,49449-4525,231 869-5811,Milk,MILK
82054,Hill Top Food & Fuel Mobil,1612 142nd Ave,Dorr,MI,49323-2902,616 681-9832,Milk,MILK
80090,Hilltop Party Store,12402-A Highland Rd,Hartland,MI,48353-3080,810 991-1016,Milk,MILK
80089,Hilltop Soda Shoppe,7117 South St,Benzonia,MI,49616-1818,231 6510154,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
30191,Holland Captain Sundae (KEY #1,365 Douglas,Holland,MI,49423-0011,616 396-5938,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
80083,Holly Campground,7072 Grange Hall Rd,Holly,MI,48442-6610,702 545-8283,Milk,MILK
82268,Holton Stop 'n' Shop,8545 Holton Rd.,Holton,MI,49425-2902,231 8212496,Milk,MILK
80306,Home Town General Store,7906 N Welling Rd,Eureka,MI,48833,906-235-8537,Milk,MILK
132851,Hometown Creamery,292 Western Ave  Suite 101,Muskegon,MI,49440-0011,231 740-6363,Serves Soft Serve,SERVES SOFT SERVE
80304,Hometown Ice Cream & Candy,26866 Telegraph Rd,Flat Rock,MI,48134-0011,313 575-5098,Milk,MILK
191175,Horrock's,4455 Breton Rd. SE,Kentwood,MI,49508-2206,616 455-7998,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
80552,Horton Bay General Store,5115 Boyne City Road,Boyne City,MI,49712-1818,303 667-1454,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
81998,Housemans Ice Cream (KEY #43),2543 84th St,Byron Center,MI,49315-0011,616 878-0134,Serves Soft Serve,SERVES SOFT SERVE
81019,Hubbard Lake General Store,6914 Hubert Road,Hubbard Lake,MI,48747-1695,989 727-9172,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
81020,Hubbardston Market,131 Washington Street,Hubbardston,MI,48845-2206,989 981-6600,Milk,MILK
81027,Hudson Gas & Food - Madison,2763 Madison SE,Grand Rapids,MI,49546-2902,616 243-5115,Milk,MILK
81031,Hudsonville Gas & Food Dairy,4554 32nd Ave.,Hudsonville,MI,49426-2902,616 669-2300,Milk,MILK
82736,Huggy Bears General Store,10010 East Pickard Rd,Mt Pleasant,MI,48858-1818,989 317-8600,Milk,MILK
90341,Ice Cream Garage-Linden,106 S Bridge St,Linden,MI,48451-2143,810 399-2293,Milk,MILK
90340,"Ice Cream Garage, Inc.(KEY #19",4010 Lake Michigan Drive,Walker,MI,49534-4525,616 453-6365,Serves Soft Serve,SERVES SOFT SERVE
90343,Ice Cream Lane,409 N. Third St,Rogers City,MI,49779-1818,989 734-3250,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
90347,Ice Creams La Michoacana,720 S Grant Ave,Crawfordsville,IN,47933,765-367-6717,Serves Soft Serve,SERVES SOFT SERVE
90729,Idle Spur Market,5010 Lum Rd,Lum,MI,48412-4525,810 724-7300,Milk,MILK
251590,IDS Chhina Inc.,134 W. Main Street,Stanton,MI,48888,517-896-4486,Milk,MILK
90780,Ike's Crystal Ice Cream,119 W Lake St,Crystal,MI,48818-2902,989 584-4321,Serves Soft Serve,SERVES SOFT SERVE
90799,Independent Dairy - Monroe,126 N. Telegraph,Monroe,MI,48162-3080,734 241-6016,Milk,MILK
90867,Insomnia Cookies 11 LLC,1229 South University Ave,Ann Arbor,MI,48104-4525,210 793-2388,Milk,MILK
90862,Insomnia Cookies 15  LLC,809 Broad Ripple Ave,Indianapolis,IN,46220-4525,470 504-3791,Milk,MILK
90866,Insomnia Cookies 151  LLC,"10745 48th Ave, Ste A-100",Allendale,MI,49401-4525,,Milk,MILK
90870,Insomnia Cookies 198 LLC,44 Ionia Ave SW,Grand Rapids,MI,49503-4525,252 288-9103,Milk,MILK
90861,Insomnia Cookies 229 LLC,840 S. Calhoun Street,Fort Wayne,IN,46802-4525,260 443-1886,Milk,MILK
90868,Insomnia Cookies 247  LLC,5171 Anthony Wayne Dr,Detroit,MI,48202-4525,989 413-6782,Milk,MILK
90874,Insomnia Cookies 262  LLC,917 Indiana Ave,Indianapolis,IN,46202-4525,463 888-4440,Milk,MILK
90871,Insomnia Cookies 27  LLC,2905 Howard Street,Kalamazoo,MI,49006-4525,269-598-8883,Milk,MILK
90875,Insomnia Cookies 278  LLC,1218 Walton Blvd,Rochester Hills,MI,48307-1428,,Milk,MILK
90873,Insomnia Cookies 30 LLC,733 West Cross Street,Ypsilanti,MI,48197-4525,919 366-8718,Milk,MILK
90872,Insomnia Cookies 39  LLC,1620 S Mission Street,Mt Pleasant,MI,48858-4525,989 630-7686,Milk,MILK
90869,Insomnia Cookies 6  LLC,603 E Grand River Ave,East Lansing,MI,48823-4525,517 574-1468,Milk,MILK
90865,Insomnia Cookies 8 LLC,602 W Stadium Ave,West Lafayette,IN,47906-4525,,Milk,MILK
90260,Iorio's - Kentwood,4455 Breton Rd SE,Kentwood,MI,49508-4525,517 927-9928,Serves Soft Serve,SERVES SOFT SERVE
90262,Iorio's - Manchester,455 W Main Street,Manchester,MI,49508-4525,517 927-9928,Serves Soft Serve,SERVES SOFT SERVE
90259,Iorio's Horrocks - Lansing,7420 W Saginaw Hwy,Lansing,MI,48917-4525,517 927-9928,Serves Soft Serve,SERVES SOFT SERVE
100361,J's Korner Store,4745 S Fraser Road,Bay City,MI,48706-1818,989 684-1640,Milk,MILK
100127,Jaami's Ice Cream & Treats,592 Cass Ave,Frankenmuth,MI,48734-6610,989 652-2007,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
100703,Jacks Corner Store,6330 Holton Rd,Twin Lake,MI,49457-8305,231 828-4408,Milk,MILK
100700,Jacks Corner Store Dairy,4190 Grand Haven Rd,Muskegon,MI,49441-8305,231 798-7314,Milk,MILK
100715,Jacksonville Party Store,987 M-55,West Branch,MI,48661-6610,989 701-2431,Milk,MILK
100038,Japars Junction,3479 Lakeshore,Deckerville,MI,48427-1695,248 797-2279,Milk,MILK
100725,Jawor Brothers Blueberries,7545 Heights Ravenna Rd,Ravenna,MI,49451-3080,231 747-9806,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
100023,JB's Country Store LLC,5885 Hillman,Six Lakes,MI,48886,989-334-1166,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
101598,Jellystone Park - Silver Lake,8239 W Hazel Road,Mears,MI,49436-2902,231 8734502,Milk,MILK
100881,Joe's Market,8406 Judevine Rd,Palo,MI,48870-2902,989 637-4752,Milk,MILK
100896,John's Market (Mega Corp),6044 Main St.,Twin Lake,MI,49457-2902,231 828-6628,Milk,MILK
100163,Joni's Cones,5283 E. Apple Ave,Muskegon,MI,49442-4525,231 736-4970,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
100170,Jose Lake Resort LLC,7065 Jose Lake Rd,South Branch,MI,48761-6610,989 257-1500,Milk,MILK
102343,Juliet Chocolate Factory-Cante,2359 Joslyn Ct,Lake Orion,MI,48630,248-842-4254,Sells Ice Cream,SELLS ICE CREAM
110480,K-D Quick Stop Inc,235 N Clare Ave,Harrison,MI,48685-3080,989 539-1269,Milk,MILK
112029,K & S Vending Services,50792 CR 652,Mattawan,MI,49071,269-668-3301,Milk,MILK
110470,K.C.'s Party Store,303 W. 7th. Street,Evart,MI,49631-2902,231 734-2781,Milk,MILK
111135,"K.G. Market, Inc",10511 Red Arrow Hwy,Bridgman,MI,49106-2902,269 465-5742,Milk,MILK
190587,Kamphuis Blueberries LTD,4140 148th Ave,Holland,MI,49424-4525,616 399-9545,Serves Soft Serve,SERVES SOFT SERVE
110887,Kat Enterprises Inc.,104 E Eliza Street,Schoolcraft,MI,49087-4525,269 352-8638,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
110468,Kate's Sweet Shop & Mini Golf,3028 J Maddy Parkway,Interlochen,MI,49643-1818,231 709-3505,Serves Soft Serve,SERVES SOFT SERVE
220018,"KB'S Grill & Chill, LLC",6628 Main St,Cass City,MI,48726-1428,989 670-3498,Serves Soft Serve,SERVES SOFT SERVE
103050,Kelloggs Bridge Grocery,9439 E North Down River Rd,Grayling,MI,49738-6610,989 344-0404,Milk,MILK
103054,"Kelly's Ice Cream, ,LLC",612 Stitt St,Wabash,IN,46992,260-563-2662,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
103051,Kelly's Party Store,515 N. Huron Rd,Au Gres,MI,48703-1695,989 876-6910,Milk,MILK
111132,Kemps Mart,735 W Michigan Ave,Marshall,MI,49068,201-724-1795,Milk,MILK
110442,Kettlewells,8840 M 72 East,Traverse City,MI,49690-1818,231 631-7551,Serves Soft Serve,SERVES SOFT SERVE
111150,Kibby Creek Campground,4900 W Deren Rd,Ludington,MI,49431-4525,231 843-3995,"Sells Ice Cream, Serves Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES ICE CREAM, SERVES SOFT SERVE"
110785,King Kone,12030 S. M 52,Perry,MI,48872-1320,517 625-4004,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
110795,Kingma's Market Dairy,2225 Plainfield NE,Grand Rapids,MI,49505-2528,616 363-7575,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
110796,Kingma's Market Ice Cream,2225 Plainfield NE,Grand Rapids,MI,49505-2528,616-363-7575,Serves Ice Cream,SERVES ICE CREAM
110514,KOA Campground Kimball,5111 Lapeer Rd,Kimball,MI,48074-4525,810 335-2914,Milk,MILK
110826,Konevals Kones,605 N. US. 27,St Johns,MI,48879-1320,989 640-5827,Serves Soft Serve,SERVES SOFT SERVE
112782,Kwik Mart,330 E. Maint St.,Walkerville,MI,49459-2528,231 898-0881,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
122551,"L.H. Piggott & Girls, Inc",3824 East Napier Ave,Benton Harbor,MI,49022-4525,269 944-7098,Milk,MILK
119811,La Londes Market,4007 Jefferson Ave,Midland,MI,48624-1695,989 636-7794,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
120392,LA Michoacan I.C. & Munchiez,130 E Lakewood blvd,Holland,MI,49424-2528,616 848-9648,Serves Soft Serve,SERVES SOFT SERVE
120394,La Poblanita,310 W Main Street,Fennville,MI,49408-8305,269 561-6060,Serves Soft Serve,SERVES SOFT SERVE
120385,La Tapatia,1546 Clyde Park,Wyoming,MI,49509-2528,616 243-3364,Milk,MILK
122568,Lafayette Creamery Hk (KEY #40,109 W Main St,Hopkins,MI,49328-4525,269 599-3763,Serves Soft Serve,SERVES SOFT SERVE
119812,Laingsburg Sunoco,9978 Round Lake Rd,Laingsburg,MI,48848-1818,917 421-0187,Milk,MILK
119814,Lake Ann Camp,18325 Barber Rd,Lake Ann,MI,49650-1818,231 342-5250,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
121317,Lake Breeze Party Store,3985 Saginaw St,National City,MI,48748-6610,989 469-3000,Milk,MILK
121319,Lake General Store,9300 School St,Lake,MI,48632-1695,989 544-2453,Milk,MILK
121322,Lake to Bay Grocery,542 Tawas Beach Rd,East Tawas,MI,48730,989-820-9377,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
120072,Lakeshore Convenience,155 Blue Star Hwy,Douglas,MI,49406-2528,269 8571235,Milk,MILK
121918,Lakeside Swirl Ope ( KEY #59 ),1026 Cottage Grove,Fremont,MI,49412-4525,616 218-3395,Serves Soft Serve,SERVES SOFT SERVE
11012,Lakeview Expo Inc.,158 N Lincoln Ave,Lakeview,MI,48850,574-400-9434,Milk,MILK
120358,Lakeville Market,47174 Jefferson,Chesterfield,MI,48047-2528,586 949-5645,Milk,MILK
120816,Lakewood Quick stop,184 East Kentwood,Twin Lake,MI,49457-2528,231 893-3081,Milk,MILK
120116,Lane View Farm,11025 South Jackson Rd,Somerset Center,MI,49282-1818,517-688-3455,Serves Soft Serve,SERVES SOFT SERVE
31881,Lapeer County Jail,3231 John Conley Dr,Lapeer,MI,48446,,Milk,MILK
120381,Larkin Food Center,4350 N Eastman Rd,Midland,MI,48642-6610,989 835-3119,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
120379,Larry's - Koehlers Outpost,5449 Round Lake Rd,Gladwin,MI,48624-6610,989-426-7205,Milk,MILK
120396,Las Mangonadas,147 N Paw Paw St,Coloma,MI,49038-2206,269 277-0841,Serves Soft Serve,SERVES SOFT SERVE
121316,Laurels of Carson City,620 N Second St,Carson City,MI,48811-2206,616 389-3497,Milk,MILK
121314,Laurels of Fulton,4735 Ranger Rd,Perrinton,MI,48871-2206,989 236-5433,Milk,MILK
121315,Laurels of Hudsonville,3650 Van Buren St,Hudsonville,MI,49426,616-669-1520,Milk,MILK
120005,Lebanon Milky Way,836 Indianapolis Ave,Lebanon,IN,46052,765-482-1940,Serves Soft Serve,SERVES SOFT SERVE
120092,Leisure Lake Family Campground,505 S. Warner,Sumner,MI,48889-1320,,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
121013,Leonard & Walker Amoco Milk,1639 W. Leonard,Grand Rapids,MI,49504-2528,616 7354000,Milk,MILK
119820,Leonard Terrace Food Pantry,1315 Leonard St. NE,Grand Rapids,MI,49505-3080,616 446-6401,Milk,MILK
122559,Lickety Split ( KEY #62 ),13276  M-40,Gobles,MI,49055-4525,269 547-5572,Serves Soft Serve,SERVES SOFT SERVE
120065,Liftoff Creamery-Greenwood,1280 US Hwy 31N,Greenwood,IN,46142,317-300-1737,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
120064,Liftoff Creamery - Indy,"111 E 16th St, Ste 105",Indianapolis,IN,46202,317-426-2641,Sells Ice Cream,SELLS ICE CREAM
120049,Liftoff Creamery & (KEY #110),5539 E Washington St,Indianapolis,IN,46219,317-419-3885,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
120055,Lighthouse Village RV Resort,1001 24 Mile Rd,Homer,MI,49245,517-568-4343,Sells Ice Cream,SELLS ICE CREAM
120401,Linwood Party Store,211 W Center,Linwood,MI,48634-1695,989 697-3825,Milk,MILK
120359,Little Dipper Cafe (KEY #30 ),2407 Riley St,Hudsonville,MI,49427-4525,616 540-2012,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
122567,Little KK's,4180 W M-20,New Era,MI,49446,231-638-8216,Serves Soft Serve,SERVES SOFT SERVE
120397,Little Plaza Supermarket,2424 S. Division,Grand Rapids,MI,49507-2528,616 405-7527,Milk,MILK
120094,Little Switzerland Resort,254 Pickeral Lake,Newaygo,MI,49337-4525,231 6527939,Milk,MILK
120100,Lower Hamlin Grocery,3611 N Jebavy Rd.,Ludington,MI,49431-8514,231 425-4420,Milk,MILK
119998,Lucky's Downtown I/C,24 S. Division,Grand Rapids,MI,49503-8514,616 301-1808,Milk,MILK
123119,Luke's Market,8856 Unionville Rd.,Sebewaing,MI,48759-9725,989 883-3630,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
123115,Lupitas Postres,3375 Division Ave South,Wyoming,MI,49509-8514,616 719-0039,Sells Ice Cream,SELLS ICE CREAM
123108,Luzerne Express Mart,3535 Park Rd,Luzerne,MI,48636-6610,989 826-5533,Milk,MILK
121208,Lyon Street Cafe,617 Lyon Street NE,Grand Rapids,MI,49503-8514,616 4590911,Milk,MILK
132385,M-37 Meat Shack,12642 N. Woodbridge,Bitely,MI,49309-9654,231 745-7213,Milk,MILK
130008,M-45 Market Express,4773 Lake Michigan Dr,Allendale,MI,49401-8514,616 892-5000,Milk,MILK
132405,M-46 Gas & Food,8990 E Monroe Rd,Wheeler,MI,48662,919-338-6979,Milk,MILK
132388,"M-50 Party Store, Inc.",4050 E. Clinton Trail,Charlotte,MI,48813-8514,517 543-5418,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
130004,M-55 Market,17275 Caberfae Hwy,Wellston,MI,49689-8514,231 848-4579,Milk,MILK
90348,M&A Mobil,3700 Chicago Dr.,Hudsonville,MI,49426-8514,616 662-1300,Milk,MILK
130770,Mac's Farm Market,6738 N Academy Road,Edmore,MI,48829,989-560-0541,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
130772,MacKersie Brothers,160 Northern Ave,Barryton,MI,49305,989-382-8600,Milk,MILK
131850,Magoo & Co.  (Sunoco),32140 M-40,Paw Paw,MI,49071-8514,269 628-2730,Milk,MILK
131876,Main Street Burgers ( KEY #73,6436 W Main,Eau Claire,MI,49111-4525,269 240-4369,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
131874,Main Street C Store LLC,3440 Main St.,Deckerville,MI,48427-1695,810 376-6006,Milk,MILK
131871,Main Street Parlor,208 N Main St,Leslie,MI,49251,517-525-2887,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
130782,Mangat Kwik Stop LLC,792 S. Angola Rd.,Coldwater,MI,49036-8514,517 238-2152,Milk,MILK
130793,Mantke's Mini Mart,60893 M-51,Dowagiac,MI,49047-8514,269 684-0027,Milk,MILK
130713,Manton Mini Mart,305 W Main St,Manton,MI,49663-2206,231-824-3752,Milk,MILK
130718,Maple Flow Farm LLC,111 S Sterling Street,Ashley,MI,48806,517-881-9443,Serves Soft Serve,SERVES SOFT SERVE
130714,Maple Island Marathon,831 Maple Island,Muskegon,MI,49442,231-788-5782,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
131894,Maple Valley Market,106 W. Second St.,Trufant,MI,49347-8514,616 984-6140,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
130635,Marathon-Keeler Super Stop,84060 CO-687,Hartford,MI,49057,269-621-3658,Milk,MILK
130049,Marathon - KJT Burger LLC,3951 E 10 Mile Rd,Warren,MI,48091-3080,586 755-6515,Milk,MILK
